Date,Team,TMValue
2012-07-01,Casa Pia AC,1.4
2012-07-01,FC Arouca,7.5
2012-07-01,GD Chaves,4.4
2012-07-01,SL Benfica B,4.4
2012-07-01,FC Porto B,4.4
2012-07-01,Moreirense FC,12.45
2012-07-01,Académico Viseu FC,12.45
2012-07-01,SC Farense,12.45
2012-07-01,CD Tondela,1.8
2012-07-01,CD Mafra,1.8
2012-07-01,UD Vilafranquense,1.8
2012-07-01,B SAD,8.95
2012-07-01,FC Penafiel,7.55
2012-07-01,SC União Torreense,1.03
2012-07-01,CD Nacional,22.45
2012-07-01,CD Trofense,6.2
2012-07-01,CD Feirense,18.5
2012-07-01,Leixões SC,6.65
2012-07-01,CF Estrela Amadora SAD,6.65
2012-07-01,SC Covilhã,4.8
2012-07-01,UD Oliveirense,5.9
2012-06-15,SL Benfica,163.8
2012-06-15,FC Porto,210.1
2012-06-15,Sporting CP,136.1
2012-06-15,SC Braga,67.8
2012-06-15,FC Famalicão,67.8
2012-06-15,Vitória Guimarães SC,27.3
2012-06-15,Gil Vicente FC,16.15
2012-06-15,FC Paços de Ferreira,14.55
2012-06-15,GD Estoril Praia,9.5
2012-06-15,CD Santa Clara,6.0
2012-06-15,Boavista FC,3.45
2012-06-15,Portimonense SC,6.0
2012-06-15,Rio Ave FC,21.7
2012-06-15,CS Marítimo,18.2
2012-06-15,FC Vizela,1.4
2012-06-15,Casa Pia AC,1.4
2012-06-15,FC Arouca,7.9
2012-06-15,GD Chaves,4.4
2012-06-15,SL Benfica B,4.4
2012-06-15,FC Porto B,4.4
2012-06-15,Moreirense FC,6.6
2012-06-15,Académico Viseu FC,6.6
2012-06-15,SC Farense,6.6
2012-06-15,CD Tondela,2.1
2012-06-15,CD Mafra,2.1
2012-06-15,UD Vilafranquense,2.1
2012-06-15,B SAD,7.3
2012-06-15,FC Penafiel,6.15
2012-06-15,SC União Torreense,1.03
2012-06-15,CD Nacional,22.45
2012-06-15,CD Trofense,6.2
2012-06-15,CD Feirense,15.2
2012-06-15,Leixões SC,6.65
2012-06-15,CF Estrela Amadora SAD,6.65
2012-06-15,SC Covilhã,4.8
2012-06-15,UD Oliveirense,5.9
2012-06-01,SL Benfica,163.8
2012-06-01,FC Porto,211.2
2012-06-01,Sporting CP,136.1
2012-06-01,SC Braga,67.8
2012-06-01,FC Famalicão,67.8
2012-06-01,Vitória Guimarães SC,27.3
2012-06-01,Gil Vicente FC,16.15
2012-06-01,FC Paços de Ferreira,14.55
2012-06-01,GD Estoril Praia,9.5
2012-06-01,CD Santa Clara,6.0
2012-06-01,Boavista FC,3.45
2012-06-01,Portimonense SC,6.0
2012-06-01,Rio Ave FC,21.7
2012-06-01,CS Marítimo,18.2
2012-06-01,FC Vizela,1.4
2012-06-01,Casa Pia AC,1.4
2012-06-01,FC Arouca,7.9
2012-06-01,GD Chaves,4.4
2012-06-01,SL Benfica B,4.4
2012-06-01,FC Porto B,4.4
2012-06-01,Moreirense FC,6.6
2012-06-01,Académico Viseu FC,6.6
2012-06-01,SC Farense,6.6
2012-06-01,CD Tondela,2.1
2012-06-01,CD Mafra,2.1
2012-06-01,UD Vilafranquense,2.1
2012-06-01,B SAD,7.3
2012-06-01,FC Penafiel,6.15
2012-06-01,SC União Torreense,1.03
2012-06-01,CD Nacional,22.45
2012-06-01,CD Trofense,6.2
2012-06-01,CD Feirense,15.2
2012-06-01,Leixões SC,6.65
2012-06-01,CF Estrela Amadora SAD,6.65
2012-06-01,SC Covilhã,4.8
2012-06-01,UD Oliveirense,5.9
2012-05-15,SL Benfica,163.8
2012-05-15,FC Porto,211.2
2012-05-15,Sporting CP,136.1
2012-05-15,SC Braga,67.8
2012-05-15,FC Famalicão,67.8
2012-05-15,Vitória Guimarães SC,27.3
2012-05-15,Gil Vicente FC,16.15
2012-05-15,FC Paços de Ferreira,14.25
2012-05-15,GD Estoril Praia,9.5
2012-05-15,CD Santa Clara,6.0
2012-05-15,Boavista FC,3.45
2012-05-15,Portimonense SC,6.0
2012-05-15,Rio Ave FC,21.7
2012-05-15,CS Marítimo,18.8
2012-05-15,FC Vizela,1.4
2012-05-15,Casa Pia AC,1.4
2012-05-15,FC Arouca,7.9
2012-05-15,GD Chaves,4.4
2012-05-15,SL Benfica B,4.4
2012-05-15,FC Porto B,4.4
2012-05-15,Moreirense FC,6.6
2012-05-15,Académico Viseu FC,6.6
2012-05-15,SC Farense,6.6
2012-05-15,CD Tondela,2.1
2012-05-15,CD Mafra,2.1
2012-05-15,UD Vilafranquense,2.1
2012-05-15,B SAD,7.3
2012-05-15,FC Penafiel,6.15
2012-05-15,SC União Torreense,1.03
2012-05-15,CD Nacional,22.45
2012-05-15,CD Trofense,6.2
2012-05-15,CD Feirense,15.2
2012-05-15,Leixões SC,6.65
2012-05-15,CF Estrela Amadora SAD,6.65
2012-05-15,SC Covilhã,4.8
2012-05-15,UD Oliveirense,5.9
2012-05-01,SL Benfica,163.8
2012-05-01,FC Porto,210.1
2012-05-01,Sporting CP,136.1
2012-05-01,SC Braga,67.8
2012-05-01,FC Famalicão,67.8
2012-05-01,Vitória Guimarães SC,27.3
2012-05-01,Gil Vicente FC,16.25
2012-05-01,FC Paços de Ferreira,14.25
2012-05-01,GD Estoril Praia,9.7
2012-05-01,CD Santa Clara,6.0
2012-05-01,Boavista FC,3.45
2012-05-01,Portimonense SC,6.0
2012-05-01,Rio Ave FC,21.7
2012-05-01,CS Marítimo,18.8
2012-05-01,FC Vizela,1.3
2012-05-01,Casa Pia AC,1.3
2012-05-01,FC Arouca,7.9
2012-05-01,GD Chaves,4.45
2012-05-01,SL Benfica B,4.45
2012-05-01,FC Porto B,4.45
2012-05-01,Moreirense FC,6.4
2012-05-01,Académico Viseu FC,6.4
2012-05-01,SC Farense,6.4
2012-05-01,CD Tondela,2.2
2012-05-01,CD Mafra,2.2
2012-05-01,UD Vilafranquense,2.2
2012-05-01,B SAD,7.3
2012-05-01,FC Penafiel,6.1
2012-05-01,SC União Torreense,1.03
2012-05-01,CD Nacional,22.45
2012-05-01,CD Trofense,6.2
2012-05-01,CD Feirense,15.2
2012-05-01,Leixões SC,6.65
2012-05-01,CF Estrela Amadora SAD,6.65
2012-05-01,SC Covilhã,5.2
2012-05-01,UD Oliveirense,5.9
2012-04-15,SL Benfica,163.8
2012-04-15,FC Porto,210.1
2012-04-15,Sporting CP,136.1
2012-04-15,SC Braga,67.8
2012-04-15,FC Famalicão,67.8
2012-04-15,Vitória Guimarães SC,27.3
2012-04-15,Gil Vicente FC,16.25
2012-04-15,FC Paços de Ferreira,14.25
2012-04-15,GD Estoril Praia,9.7
2012-04-15,CD Santa Clara,6.0
2012-04-15,Boavista FC,3.45
2012-04-15,Portimonense SC,6.0
2012-04-15,Rio Ave FC,21.7
2012-04-15,CS Marítimo,18.8
2012-04-15,FC Vizela,1.3
2012-04-15,Casa Pia AC,1.3
2012-04-15,FC Arouca,7.9
2012-04-15,GD Chaves,4.45
2012-04-15,SL Benfica B,4.45
2012-04-15,FC Porto B,4.45
2012-04-15,Moreirense FC,6.4
2012-04-15,Académico Viseu FC,6.4
2012-04-15,SC Farense,6.4
2012-04-15,CD Tondela,2.2
2012-04-15,CD Mafra,2.2
2012-04-15,UD Vilafranquense,2.2
2012-04-15,B SAD,7.3
2012-04-15,FC Penafiel,6.1
2012-04-15,SC União Torreense,1.03
2012-04-15,CD Nacional,22.45
2012-04-15,CD Trofense,6.2
2012-04-15,CD Feirense,15.2
2012-04-15,Leixões SC,6.65
2012-04-15,CF Estrela Amadora SAD,6.65
2012-04-15,SC Covilhã,5.2
2012-04-15,UD Oliveirense,5.9
2012-04-01,SL Benfica,162.8
2012-04-01,FC Porto,210.1
2012-04-01,Sporting CP,136.1
2012-04-01,SC Braga,67.8
2012-04-01,FC Famalicão,67.8
2012-04-01,Vitória Guimarães SC,27.3
2012-04-01,Gil Vicente FC,16.25
2012-04-01,FC Paços de Ferreira,14.25
2012-04-01,GD Estoril Praia,9.7
2012-04-01,CD Santa Clara,6.0
2012-04-01,Boavista FC,3.45
2012-04-01,Portimonense SC,6.0
2012-04-01,Rio Ave FC,21.7
2012-04-01,CS Marítimo,18.8
2012-04-01,FC Vizela,1.3
2012-04-01,Casa Pia AC,1.3
2012-04-01,FC Arouca,7.9
2012-04-01,GD Chaves,4.45
2012-04-01,SL Benfica B,4.45
2012-04-01,FC Porto B,4.45
2012-04-01,Moreirense FC,6.4
2012-04-01,Académico Viseu FC,6.4
2012-04-01,SC Farense,6.4
2012-04-01,CD Tondela,2.2
2012-04-01,CD Mafra,2.2
2012-04-01,UD Vilafranquense,2.2
2012-04-01,B SAD,6.5
2012-04-01,FC Penafiel,6.1
2012-04-01,SC União Torreense,1.03
2012-04-01,CD Nacional,22.45
2012-04-01,CD Trofense,6.2
2012-04-01,CD Feirense,15.2
2012-04-01,Leixões SC,6.65
2012-04-01,CF Estrela Amadora SAD,6.65
2012-04-01,SC Covilhã,5.2
2012-04-01,UD Oliveirense,5.9
2012-03-15,SL Benfica,162.8
2012-03-15,FC Porto,210.0
2012-03-15,Sporting CP,136.1
2012-03-15,SC Braga,67.8
2012-03-15,FC Famalicão,67.8
2012-03-15,Vitória Guimarães SC,27.3
2012-03-15,Gil Vicente FC,16.25
2012-03-15,FC Paços de Ferreira,14.85
2012-03-15,GD Estoril Praia,9.7
2012-03-15,CD Santa Clara,6.0
2012-03-15,Boavista FC,3.45
2012-03-15,Portimonense SC,6.0
2012-03-15,Rio Ave FC,21.7
2012-03-15,CS Marítimo,18.5
2012-03-15,FC Vizela,1.3
2012-03-15,Casa Pia AC,1.3
2012-03-15,FC Arouca,7.8
2012-03-15,GD Chaves,4.45
2012-03-15,SL Benfica B,4.45
2012-03-15,FC Porto B,4.45
2012-03-15,Moreirense FC,6.4
2012-03-15,Académico Viseu FC,6.4
2012-03-15,SC Farense,6.4
2012-03-15,CD Tondela,2.2
2012-03-15,CD Mafra,2.2
2012-03-15,UD Vilafranquense,2.2
2012-03-15,B SAD,6.5
2012-03-15,FC Penafiel,6.1
2012-03-15,SC União Torreense,1.03
2012-03-15,CD Nacional,22.25
2012-03-15,CD Trofense,6.2
2012-03-15,CD Feirense,15.2
2012-03-15,Leixões SC,6.65
2012-03-15,CF Estrela Amadora SAD,6.65
2012-03-15,SC Covilhã,5.2
2012-03-15,UD Oliveirense,5.95
2012-03-01,SL Benfica,162.8
2012-03-01,FC Porto,210.0
2012-03-01,Sporting CP,136.1
2012-03-01,SC Braga,67.8
2012-03-01,FC Famalicão,67.8
2012-03-01,Vitória Guimarães SC,27.3
2012-03-01,Gil Vicente FC,16.25
2012-03-01,FC Paços de Ferreira,14.85
2012-03-01,GD Estoril Praia,9.75
2012-03-01,CD Santa Clara,6.0
2012-03-01,Boavista FC,3.45
2012-03-01,Portimonense SC,6.0
2012-03-01,Rio Ave FC,21.7
2012-03-01,CS Marítimo,18.5
2012-03-01,FC Vizela,1.3
2012-03-01,Casa Pia AC,1.3
2012-03-01,FC Arouca,7.8
2012-03-01,GD Chaves,4.45
2012-03-01,SL Benfica B,4.45
2012-03-01,FC Porto B,4.45
2012-03-01,Moreirense FC,6.85
2012-03-01,Académico Viseu FC,6.85
2012-03-01,SC Farense,6.85
2012-03-01,CD Tondela,2.2
2012-03-01,CD Mafra,2.2
2012-03-01,UD Vilafranquense,2.2
2012-03-01,B SAD,6.5
2012-03-01,FC Penafiel,6.1
2012-03-01,SC União Torreense,1.03
2012-03-01,CD Nacional,22.25
2012-03-01,CD Trofense,6.2
2012-03-01,CD Feirense,15.2
2012-03-01,Leixões SC,6.65
2012-03-01,CF Estrela Amadora SAD,6.65
2012-03-01,SC Covilhã,5.2
2012-03-01,UD Oliveirense,6.0
2012-02-15,SL Benfica,162.8
2012-02-15,FC Porto,210.0
2012-02-15,Sporting CP,136.1
2012-02-15,SC Braga,67.6
2012-02-15,FC Famalicão,67.6
2012-02-15,Vitória Guimarães SC,27.3
2012-02-15,Gil Vicente FC,16.25
2012-02-15,FC Paços de Ferreira,16.25
2012-02-15,GD Estoril Praia,9.75
2012-02-15,CD Santa Clara,6.0
2012-02-15,Boavista FC,3.45
2012-02-15,Portimonense SC,6.0
2012-02-15,Rio Ave FC,21.7
2012-02-15,CS Marítimo,18.7
2012-02-15,FC Vizela,1.5
2012-02-15,Casa Pia AC,1.5
2012-02-15,FC Arouca,7.8
2012-02-15,GD Chaves,4.45
2012-02-15,SL Benfica B,4.45
2012-02-15,FC Porto B,4.45
2012-02-15,Moreirense FC,6.85
2012-02-15,Académico Viseu FC,6.85
2012-02-15,SC Farense,6.85
2012-02-15,CD Tondela,2.2
2012-02-15,CD Mafra,2.2
2012-02-15,UD Vilafranquense,2.2
2012-02-15,B SAD,6.5
2012-02-15,FC Penafiel,6.1
2012-02-15,SC União Torreense,1.03
2012-02-15,CD Nacional,21.95
2012-02-15,CD Trofense,6.2
2012-02-15,CD Feirense,15.2
2012-02-15,Leixões SC,6.65
2012-02-15,CF Estrela Amadora SAD,6.65
2012-02-15,SC Covilhã,5.2
2012-02-15,UD Oliveirense,6.0
2012-02-01,SL Benfica,152.3
2012-02-01,FC Porto,204.6
2012-02-01,Sporting CP,118.5
2012-02-01,SC Braga,55.2
2012-02-01,FC Famalicão,55.2
2012-02-01,Vitória Guimarães SC,30.05
2012-02-01,Gil Vicente FC,13.25
2012-02-01,FC Paços de Ferreira,13.0
2012-02-01,GD Estoril Praia,9.75
2012-02-01,CD Santa Clara,5.7
2012-02-01,Boavista FC,3.45
2012-02-01,Portimonense SC,5.35
2012-02-01,Rio Ave FC,17.2
2012-02-01,CS Marítimo,16.55
2012-02-01,FC Vizela,1.5
2012-02-01,Casa Pia AC,1.5
2012-02-01,FC Arouca,7.8
2012-02-01,GD Chaves,4.45
2012-02-01,SL Benfica B,4.45
2012-02-01,FC Porto B,4.45
2012-02-01,Moreirense FC,6.15
2012-02-01,Académico Viseu FC,6.15
2012-02-01,SC Farense,6.15
2012-02-01,CD Tondela,2.1
2012-02-01,CD Mafra,2.1
2012-02-01,UD Vilafranquense,2.1
2012-02-01,B SAD,7.2
2012-02-01,FC Penafiel,6.4
2012-02-01,SC União Torreense,1.03
2012-02-01,CD Nacional,19.95
2012-02-01,CD Trofense,6.7
2012-02-01,CD Feirense,13.3
2012-02-01,Leixões SC,5.03
2012-02-01,CF Estrela Amadora SAD,5.03
2012-02-01,SC Covilhã,4.85
2012-02-01,UD Oliveirense,3.95
2012-01-15,SL Benfica,149.5
2012-01-15,FC Porto,219.6
2012-01-15,Sporting CP,128.5
2012-01-15,SC Braga,66.1
2012-01-15,FC Famalicão,66.1
2012-01-15,Vitória Guimarães SC,30.15
2012-01-15,Gil Vicente FC,13.25
2012-01-15,FC Paços de Ferreira,14.7
2012-01-15,GD Estoril Praia,8.08
2012-01-15,CD Santa Clara,5.7
2012-01-15,Boavista FC,3.65
2012-01-15,Portimonense SC,5.4
2012-01-15,Rio Ave FC,17.4
2012-01-15,CS Marítimo,20.25
2012-01-15,FC Vizela,1.5
2012-01-15,Casa Pia AC,1.5
2012-01-15,FC Arouca,7.35
2012-01-15,GD Chaves,4.75
2012-01-15,SL Benfica B,4.75
2012-01-15,FC Porto B,4.75
2012-01-15,Moreirense FC,5.85
2012-01-15,Académico Viseu FC,5.85
2012-01-15,SC Farense,5.85
2012-01-15,CD Tondela,2.1
2012-01-15,CD Mafra,2.1
2012-01-15,UD Vilafranquense,2.1
2012-01-15,B SAD,7.8
2012-01-15,FC Penafiel,6.45
2012-01-15,SC União Torreense,1.03
2012-01-15,CD Nacional,19.95
2012-01-15,CD Trofense,6.4
2012-01-15,CD Feirense,12.75
2012-01-15,Leixões SC,5.03
2012-01-15,CF Estrela Amadora SAD,5.03
2012-01-15,SC Covilhã,2.6
2012-01-15,UD Oliveirense,4.15
2012-01-01,SL Benfica,150.0
2012-01-01,FC Porto,214.3
2012-01-01,Sporting CP,122.2
2012-01-01,SC Braga,58.2
2012-01-01,FC Famalicão,58.2
2012-01-01,Vitória Guimarães SC,31.05
2012-01-01,Gil Vicente FC,12.95
2012-01-01,FC Paços de Ferreira,14.2
2012-01-01,GD Estoril Praia,7.83
2012-01-01,CD Santa Clara,5.7
2012-01-01,Boavista FC,3.7
2012-01-01,Portimonense SC,5.6
2012-01-01,Rio Ave FC,17.4
2012-01-01,CS Marítimo,20.85
2012-01-01,FC Vizela,1.5
2012-01-01,Casa Pia AC,1.5
2012-01-01,FC Arouca,8.25
2012-01-01,GD Chaves,4.75
2012-01-01,SL Benfica B,4.75
2012-01-01,FC Porto B,4.75
2012-01-01,Moreirense FC,5.35
2012-01-01,Académico Viseu FC,5.35
2012-01-01,SC Farense,5.35
2012-01-01,CD Tondela,2.15
2012-01-01,CD Mafra,2.15
2012-01-01,UD Vilafranquense,2.15
2012-01-01,B SAD,7.8
2012-01-01,FC Penafiel,3.05
2012-01-01,SC União Torreense,3.05
2012-01-01,CD Nacional,24.4
2012-01-01,CD Trofense,5.2
2012-01-01,CD Feirense,12.75
2012-01-01,Leixões SC,5.03
2012-01-01,CF Estrela Amadora SAD,5.03
2012-01-01,SC Covilhã,3.1
2012-01-01,UD Oliveirense,4.15
2011-12-15,SL Benfica,150.0
2011-12-15,FC Porto,211.6
2011-12-15,Sporting CP,122.2
2011-12-15,SC Braga,58.2
2011-12-15,FC Famalicão,58.2
2011-12-15,Vitória Guimarães SC,31.55
2011-12-15,Gil Vicente FC,13.65
2011-12-15,FC Paços de Ferreira,14.2
2011-12-15,GD Estoril Praia,7.83
2011-12-15,CD Santa Clara,5.7
2011-12-15,Boavista FC,3.7
2011-12-15,Portimonense SC,5.6
2011-12-15,Rio Ave FC,17.4
2011-12-15,CS Marítimo,20.85
2011-12-15,FC Vizela,1.35
2011-12-15,Casa Pia AC,1.35
2011-12-15,FC Arouca,8.25
2011-12-15,GD Chaves,4.75
2011-12-15,SL Benfica B,4.75
2011-12-15,FC Porto B,4.75
2011-12-15,Moreirense FC,5.05
2011-12-15,Académico Viseu FC,5.05
2011-12-15,SC Farense,5.05
2011-12-15,CD Tondela,2.15
2011-12-15,CD Mafra,2.15
2011-12-15,UD Vilafranquense,2.15
2011-12-15,B SAD,7.8
2011-12-15,FC Penafiel,3.05
2011-12-15,SC União Torreense,3.05
2011-12-15,CD Nacional,22.9
2011-12-15,CD Trofense,5.2
2011-12-15,CD Feirense,12.75
2011-12-15,Leixões SC,5.03
2011-12-15,CF Estrela Amadora SAD,5.03
2011-12-15,SC Covilhã,3.1
2011-12-15,UD Oliveirense,4.15
2011-12-01,SL Benfica,150.0
2011-12-01,FC Porto,211.6
2011-12-01,Sporting CP,122.2
2011-12-01,SC Braga,58.2
2011-12-01,FC Famalicão,58.2
2011-12-01,Vitória Guimarães SC,31.55
2011-12-01,Gil Vicente FC,13.65
2011-12-01,FC Paços de Ferreira,14.2
2011-12-01,GD Estoril Praia,7.83
2011-12-01,CD Santa Clara,5.7
2011-12-01,Boavista FC,3.7
2011-12-01,Portimonense SC,5.6
2011-12-01,Rio Ave FC,17.7
2011-12-01,CS Marítimo,22.05
2011-12-01,FC Vizela,1.35
2011-12-01,Casa Pia AC,1.35
2011-12-01,FC Arouca,8.25
2011-12-01,GD Chaves,4.75
2011-12-01,SL Benfica B,4.75
2011-12-01,FC Porto B,4.75
2011-12-01,Moreirense FC,5.05
2011-12-01,Académico Viseu FC,5.05
2011-12-01,SC Farense,5.05
2011-12-01,CD Tondela,2.15
2011-12-01,CD Mafra,2.15
2011-12-01,UD Vilafranquense,2.15
2011-12-01,B SAD,7.8
2011-12-01,FC Penafiel,3.05
2011-12-01,SC União Torreense,3.05
2011-12-01,CD Nacional,22.9
2011-12-01,CD Trofense,5.6
2011-12-01,CD Feirense,12.75
2011-12-01,Leixões SC,5.03
2011-12-01,CF Estrela Amadora SAD,5.03
2011-12-01,SC Covilhã,3.1
2011-12-01,UD Oliveirense,4.15
2011-11-15,SL Benfica,150.0
2011-11-15,FC Porto,211.6
2011-11-15,Sporting CP,122.2
2011-11-15,SC Braga,58.2
2011-11-15,FC Famalicão,58.2
2011-11-15,Vitória Guimarães SC,31.55
2011-11-15,Gil Vicente FC,13.65
2011-11-15,FC Paços de Ferreira,14.2
2011-11-15,GD Estoril Praia,7.83
2011-11-15,CD Santa Clara,5.7
2011-11-15,Boavista FC,3.7
2011-11-15,Portimonense SC,5.6
2011-11-15,Rio Ave FC,17.7
2011-11-15,CS Marítimo,22.05
2011-11-15,FC Vizela,1.35
2011-11-15,Casa Pia AC,1.35
2011-11-15,FC Arouca,8.25
2011-11-15,GD Chaves,4.75
2011-11-15,SL Benfica B,4.75
2011-11-15,FC Porto B,4.75
2011-11-15,Moreirense FC,5.05
2011-11-15,Académico Viseu FC,5.05
2011-11-15,SC Farense,5.05
2011-11-15,CD Tondela,2.15
2011-11-15,CD Mafra,2.15
2011-11-15,UD Vilafranquense,2.15
2011-11-15,B SAD,7.8
2011-11-15,FC Penafiel,3.05
2011-11-15,SC União Torreense,3.05
2011-11-15,CD Nacional,22.9
2011-11-15,CD Trofense,5.6
2011-11-15,CD Feirense,12.75
2011-11-15,Leixões SC,5.03
2011-11-15,CF Estrela Amadora SAD,5.03
2011-11-15,SC Covilhã,3.1
2011-11-15,UD Oliveirense,4.15
2011-11-01,SL Benfica,150.0
2011-11-01,FC Porto,211.6
2011-11-01,Sporting CP,122.2
2011-11-01,SC Braga,58.2
2011-11-01,FC Famalicão,58.2
2011-11-01,Vitória Guimarães SC,31.55
2011-11-01,Gil Vicente FC,13.65
2011-11-01,FC Paços de Ferreira,14.2
2011-11-01,GD Estoril Praia,7.83
2011-11-01,CD Santa Clara,5.7
2011-11-01,Boavista FC,3.7
2011-11-01,Portimonense SC,5.6
2011-11-01,Rio Ave FC,17.7
2011-11-01,CS Marítimo,22.05
2011-11-01,FC Vizela,1.35
2011-11-01,Casa Pia AC,1.35
2011-11-01,FC Arouca,8.25
2011-11-01,GD Chaves,4.75
2011-11-01,SL Benfica B,4.75
2011-11-01,FC Porto B,4.75
2011-11-01,Moreirense FC,5.05
2011-11-01,Académico Viseu FC,5.05
2011-11-01,SC Farense,5.05
2011-11-01,CD Tondela,2.15
2011-11-01,CD Mafra,2.15
2011-11-01,UD Vilafranquense,2.15
2011-11-01,B SAD,7.8
2011-11-01,FC Penafiel,3.05
2011-11-01,SC União Torreense,3.05
2011-11-01,CD Nacional,22.9
2011-11-01,CD Trofense,5.6
2011-11-01,CD Feirense,12.75
2011-11-01,Leixões SC,5.03
2011-11-01,CF Estrela Amadora SAD,5.03
2011-11-01,SC Covilhã,3.1
2011-11-01,UD Oliveirense,4.15
2011-10-15,SL Benfica,150.0
2011-10-15,FC Porto,211.6
2011-10-15,Sporting CP,122.2
2011-10-15,SC Braga,58.2
2011-10-15,FC Famalicão,58.2
2011-10-15,Vitória Guimarães SC,31.55
2011-10-15,Gil Vicente FC,13.65
2011-10-15,FC Paços de Ferreira,14.0
2011-10-15,GD Estoril Praia,8.33
2011-10-15,CD Santa Clara,5.7
2011-10-15,Boavista FC,3.7
2011-10-15,Portimonense SC,8.75
2011-10-15,Rio Ave FC,17.7
2011-10-15,CS Marítimo,22.05
2011-10-15,FC Vizela,1.35
2011-10-15,Casa Pia AC,1.35
2011-10-15,FC Arouca,8.25
2011-10-15,GD Chaves,4.3
2011-10-15,SL Benfica B,4.3
2011-10-15,FC Porto B,4.3
2011-10-15,Moreirense FC,5.05
2011-10-15,Académico Viseu FC,5.05
2011-10-15,SC Farense,5.05
2011-10-15,CD Tondela,2.15
2011-10-15,CD Mafra,2.15
2011-10-15,UD Vilafranquense,2.15
2011-10-15,B SAD,7.8
2011-10-15,FC Penafiel,3.4
2011-10-15,SC União Torreense,3.4
2011-10-15,CD Nacional,23.2
2011-10-15,CD Trofense,5.6
2011-10-15,CD Feirense,12.75
2011-10-15,Leixões SC,5.03
2011-10-15,CF Estrela Amadora SAD,5.03
2011-10-15,SC Covilhã,3.3
2011-10-15,UD Oliveirense,4.15
2011-10-01,SL Benfica,150.0
2011-10-01,FC Porto,211.6
2011-10-01,Sporting CP,117.0
2011-10-01,SC Braga,58.5
2011-10-01,FC Famalicão,58.5
2011-10-01,Vitória Guimarães SC,31.55
2011-10-01,Gil Vicente FC,13.65
2011-10-01,FC Paços de Ferreira,14.0
2011-10-01,GD Estoril Praia,8.33
2011-10-01,CD Santa Clara,5.7
2011-10-01,Boavista FC,3.7
2011-10-01,Portimonense SC,2.35
2011-10-01,Rio Ave FC,17.7
2011-10-01,CS Marítimo,22.05
2011-10-01,FC Vizela,1.05
2011-10-01,Casa Pia AC,1.05
2011-10-01,FC Arouca,8.25
2011-10-01,GD Chaves,4.35
2011-10-01,SL Benfica B,4.35
2011-10-01,FC Porto B,4.35
2011-10-01,Moreirense FC,5.05
2011-10-01,Académico Viseu FC,5.05
2011-10-01,SC Farense,5.05
2011-10-01,CD Tondela,2.15
2011-10-01,CD Mafra,2.15
2011-10-01,UD Vilafranquense,2.15
2011-10-01,B SAD,7.85
2011-10-01,FC Penafiel,3.45
2011-10-01,SC União Torreense,3.45
2011-10-01,CD Nacional,22.4
2011-10-01,CD Trofense,5.6
2011-10-01,CD Feirense,12.85
2011-10-01,Leixões SC,5.03
2011-10-01,CF Estrela Amadora SAD,5.03
2011-10-01,SC Covilhã,3.3
2011-10-01,UD Oliveirense,4.15
2011-09-15,SL Benfica,140.1
2011-09-15,FC Porto,192.7
2011-09-15,Sporting CP,114.45
2011-09-15,SC Braga,54.6
2011-09-15,FC Famalicão,54.6
2011-09-15,Vitória Guimarães SC,31.05
2011-09-15,Gil Vicente FC,7.7
2011-09-15,FC Paços de Ferreira,9.65
2011-09-15,GD Estoril Praia,8.38
2011-09-15,CD Santa Clara,3.33
2011-09-15,Boavista FC,3.7
2011-09-15,Portimonense SC,2.35
2011-09-15,Rio Ave FC,15.6
2011-09-15,CS Marítimo,20.95
2011-09-15,FC Vizela,1.25
2011-09-15,Casa Pia AC,1.25
2011-09-15,FC Arouca,7.6
2011-09-15,GD Chaves,4.35
2011-09-15,SL Benfica B,4.35
2011-09-15,FC Porto B,4.35
2011-09-15,Moreirense FC,5.05
2011-09-15,Académico Viseu FC,5.05
2011-09-15,SC Farense,5.05
2011-09-15,CD Tondela,2.15
2011-09-15,CD Mafra,2.15
2011-09-15,UD Vilafranquense,2.15
2011-09-15,B SAD,4.6
2011-09-15,FC Penafiel,3.6
2011-09-15,SC União Torreense,3.6
2011-09-15,CD Nacional,20.9
2011-09-15,CD Trofense,5.6
2011-09-15,CD Feirense,9.45
2011-09-15,Leixões SC,5.03
2011-09-15,CF Estrela Amadora SAD,5.03
2011-09-15,SC Covilhã,3.45
2011-09-15,UD Oliveirense,4.15
2011-09-01,SL Benfica,140.2
2011-09-01,FC Porto,197.3
2011-09-01,Sporting CP,120.95
2011-09-01,SC Braga,54.8
2011-09-01,FC Famalicão,54.8
2011-09-01,Vitória Guimarães SC,30.25
2011-09-01,Gil Vicente FC,7.7
2011-09-01,FC Paços de Ferreira,11.35
2011-09-01,GD Estoril Praia,8.43
2011-09-01,CD Santa Clara,3.53
2011-09-01,Boavista FC,3.7
2011-09-01,Portimonense SC,2.15
2011-09-01,Rio Ave FC,15.6
2011-09-01,CS Marítimo,21.75
2011-09-01,FC Vizela,1.3
2011-09-01,Casa Pia AC,1.3
2011-09-01,FC Arouca,7.6
2011-09-01,GD Chaves,4.35
2011-09-01,SL Benfica B,4.35
2011-09-01,FC Porto B,4.35
2011-09-01,Moreirense FC,5.05
2011-09-01,Académico Viseu FC,5.05
2011-09-01,SC Farense,5.05
2011-09-01,CD Tondela,2.15
2011-09-01,CD Mafra,2.15
2011-09-01,UD Vilafranquense,2.15
2011-09-01,B SAD,4.6
